idregion,iddistrict,idchiefdom,idsection,sch_type,idschool_name
WESTERN,WESTERN AREA RURAL,YORK RURAL,OGOO FARM,C. Junior Secondary,GASTON MEMORIAL  HIGH  SCHOOL  
WESTERN,WESTERN AREA RURAL,YORK RURAL,OGOO FARM,D. Senior Secondary,GASTON MEMORIAL SENIOR HIGH SCHOOL  
WESTERN,WESTERN AREA RURAL,YORK RURAL,OGOO FARM,A. Pre- Primary,RURAL EDUCATION COMMITTEE PRE SCHOOL
WESTERN,WESTERN AREA RURAL,YORK RURAL,OGOO FARM,B. Primary,DIVINE ACADEMY PRIMARY SCHOOL  
WESTERN,WESTERN AREA RURAL,YORK RURAL,OGOO FARM,B. Primary,NEW LIFE PRIMARY SCHOOL  
WESTERN,WESTERN AREA RURAL,YORK RURAL,SATTIA,B. Primary,RURAL EDUCATION COMMITTEE PRIMARY SCHOOL
WESTERN,WESTERN AREA RURAL,YORK RURAL,TOKEH,D. Senior Secondary,KHULAFAI RASHIDEEN ISLAMIC SECONDARY SCHOOL  
WESTERN,WESTERN AREA RURAL,YORK RURAL,TOMBO,C. Junior Secondary,MAKRIPODIS BAPTIST HIGH SCHOOL  
WESTERN,WESTERN AREA RURAL,YORK RURAL,TOMBO,A. Pre- Primary,SIMS PRESCHOOL  
WESTERN,WESTERN AREA RURAL,YORK RURAL,TOMBO,B. Primary,SIMS PRIMARY SCHOOL
WESTERN,WESTERN AREA RURAL,YORK RURAL,TOMBO,B. Primary,EVANGELICAL MODEL PRIIMARY SCHOOL
WESTERN,WESTERN AREA RURAL,YORK RURAL,TOMBO,A. Pre- Primary,CHRIST THE KING PRE-PRIMARY SCHOOL  
WESTERN,WESTERN AREA RURAL,YORK RURAL,TOMBO,A. Pre- Primary,EASTHAMPATEAD BAPTIST PRESCHOOL  
WESTERN,WESTERN AREA RURAL,YORK RURAL,TOMBO,A. Pre- Primary,ELIBRAHAM PRE SCHOOL  
WESTERN,WESTERN AREA RURAL,YORK RURAL,TOMBO,B. Primary,ELIBRAHAM PRIMARY SCHOOL  
WESTERN,WESTERN AREA RURAL,YORK RURAL,TOMBO,A. Pre- Primary,SAWE PREPRIMARY  
WESTERN,WESTERN AREA RURAL,YORK RURAL,TOMBO,A. Pre- Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRE-PRIMARY SCHOOL
WESTERN,WESTERN AREA RURAL,YORK RURAL,TOMBO,C. Junior Secondary,SAINT PETER THE FISHERMAN CATHOLIC JUNIOR SECONDARY SCHOOL  
WESTERN,WESTERN AREA RURAL,YORK RURAL,TOMBO,A. Pre- Primary,SAINT PETER THE FISHERMAN CATHOLIC PRE-PRIMARY  
WESTERN,WESTERN AREA RURAL,YORK RURAL,TOMBO,B. Primary,KING OF KNIGS PRIMARY SCHOOL TOMBO  
WESTERN,WESTERN AREA RURAL,YORK RURAL,TOMBO,B. Primary,SAINT PETER THE FISHERMAN ROMAN CATHOLIC PRIMARY SCHOOL
WESTERN,WESTERN AREA RURAL,YORK RURAL,TOMBO,B. Primary,TOMBO PROGRESSIVE PRIMARY SCHOOL  
WESTERN,WESTERN AREA RURAL,YORK RURAL,TOMBO,B. Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL
WESTERN,WESTERN AREA RURAL,YORK RURAL,TOMBO,B. Primary,RURAL EDUCATION COMMITTEE PRIMARY SCHOOL
WESTERN,WESTERN AREA RURAL,YORK RURAL,TOMBO,B. Primary,CHRIST THE KING PRIMARY SCHOOL TOMBO  
WESTERN,WESTERN AREA RURAL,YORK RURAL,TOMBO,B. Primary,EASTHAMPSTEAD BAPTIST PRIMARY SCHOOL  
WESTERN,WESTERN AREA RURAL,YORK RURAL,TOMBO,B. Primary,HUNTINGDON PRIMARY SCHOOL  
WESTERN,WESTERN AREA RURAL,YORK RURAL,YOKE RURAL,B. Primary,LIBERTY  PREPARATORY PRIMARY SCHOOL
WESTERN,WESTERN AREA RURAL,YORK RURAL,YORK RURAL,A. Pre- Primary,KRYSTAL HEATH PREPARATORY SCHOOL  
WESTERN,WESTERN AREA RURAL,YORK RURAL,YORK RURAL,B. Primary,KRYSTAL HEATH PRIMARY SCHOOL  
WESTERN,WESTERN AREA RURAL,YORK RURAL,YORK RURAL,B. Primary,LIFE GATE IN AFRICA PRIMARY SCHOOL  
WESTERN,WESTERN AREA RURAL,YORK RURAL,YORK RURAL,B. Primary,RURAL EDUCATION COMMITTEE PRIMARY SCHOOL
WESTERN,WESTERN AREA RURAL,YORK RURAL,YORK RURAL,A. Pre- Primary,NURUL HAQ ISLAMIC ACADEMY PRE PRIMARY SCHOOL  
WESTERN,WESTERN AREA RURAL,YORK RURAL,YORK RURAL,B. Primary,NURUL HAQ ISLAMIC ACADEMY PRIMARY SCHOOL  
WESTERN,WESTERN AREA RURAL,YORK RURAL,YORK RURAL,A. Pre- Primary,JOHN OBEY COMMUNITY PREPARATORY PRIMARY SCHOOL  
WESTERN,WESTERN AREA RURAL,YORK RURAL,YORK RURAL,B. Primary,JOHN OBEY COMMUNITY PRIMARY SCHOOL  
WESTERN,WESTERN AREA RURAL,YORK RURAL,YORK RURAL,A. Pre- Primary,BETHEL JOY PRESCHOOL KASSIE TOMBO  
WESTERN,WESTERN AREA RURAL,YORK RURAL,YORK RURAL,B. Primary,BETHEL JOY PRIMARY SCHOOL KASSIE  
WESTERN,WESTERN AREA RURAL,YORK RURAL,YORK RURAL,B. Primary,EVANGELICAL MODEL PRIIMARY SCHOOL
WESTERN,WESTERN AREA RURAL,YORK RURAL,YORK RURAL,B. Primary,KASSI COMMUNITY PRIMARY SCHOOL  
WESTERN,WESTERN AREA RURAL,YORK RURAL,YORK RURAL,B. Primary,KHUFALAI RASHIDEN ISLAMIC PRIMARY SCHOOL  
WESTERN,WESTERN AREA RURAL,YORK RURAL,YORK RURAL,B. Primary,RURAL EDUCATION COMMITTEE PRIMARY SCHOOL
WESTERN,WESTERN AREA RURAL,YORK RURAL,YORK RURAL,D. Senior Secondary,MAKRIPODIS BAPTIST HIGH SCHOOL SENIOR SECONDARY SCHOOL  
WESTERN,WESTERN AREA RURAL,YORK RURAL,YORK RURAL,B. Primary,RURAL EDUCATION COMMITTEE PRIMARY SCHOOL
WESTERN,WESTERN AREA RURAL,YORK RURAL,YORK RURAL,A. Pre- Primary,SAINT CATHERINE PRE-SCHOOL  
WESTERN,WESTERN AREA RURAL,YORK RURAL,YORK RURAL,B. Primary,SAINT CATHERINE PRIMARY SCHOOL
WESTERN,WESTERN AREA RURAL,YORK RURAL,YORK RURAL,B. Primary,ALPHA OMEGA  
WESTERN,WESTERN AREA RURAL,YORK RURAL,YORK RURAL,B. Primary,ROYAL MADINA ACADEMY  
WESTERN,WESTERN AREA RURAL,YORK RURAL,YORK RURAL,A. Pre- Primary,E Y BANGS PREPARETARY SCHOOL  
WESTERN,WESTERN AREA RURAL,YORK RURAL,YORK RURAL,A. Pre- Primary,MODERN ELEMENTARY PRE SCHOOL
WESTERN,WESTERN AREA RURAL,YORK RURAL,YORK RURAL,B. Primary,MODERN ELEMENTARY PRIMARY SCHOOL  
WESTERN,WESTERN AREA RURAL,YORK RURAL,YORK RURAL,A. Pre- Primary,WAMAGRISO COMMUNITY PRE- PRIMARY  
WESTERN,WESTERN AREA RURAL,YORK RURAL,YORK RURAL,C. Junior Secondary,WAMAGRISO COMMUNITY SECONDARY SCHOOL  
WESTERN,WESTERN AREA RURAL,YORK RURAL,YORK RURAL,B. Primary,E.Y BANGS PRIMARY SCHOOL  
WESTERN,WESTERN AREA RURAL,YORK RURAL,YORK RURAL,B. Primary,WAMAGRISO COMMUNITY RPIMARY SCHOOL  
WESTERN,WESTERN AREA RURAL,YORK RURAL,YORK RURAL,B. Primary,IBN MASOOD ISLAMIC PRIMARY SCH.  
WESTERN,WESTERN AREA RURAL,YORK RURAL,YORK RURAL,C. Junior Secondary,MO MURPHY MEMORIAL JUNIOR SECONDARY SCHOOL  
WESTERN,WESTERN AREA RURAL,YORK RURAL,YORK RURAL,A. Pre- Primary,SULPON COMMUNITY PREPARATORY SCHOOL  
WESTERN,WESTERN AREA RURAL,YORK RURAL,YORK RURAL,B. Primary,SULPON COMMUNITY PRIMARY SCHOOL  
WESTERN,WESTERN AREA RURAL,YORK RURAL,YORK RURAL,B. Primary,ISLAMIC CALL SOCIETY PRIMARY SCHOOL
WESTERN,WESTERN AREA RURAL,YORK RURAL,YORK RURAL,B. Primary,RURAL EDUCATION COMMITTEE PRIMARY SCHOOL
WESTERN,WESTERN AREA RURAL,YORK RURAL,YORK RURAL,B. Primary,EXTEREME PROGRESSIVE ACADEMY  
WESTERN,WESTERN AREA RURAL,YORK RURAL,YORK RURAL,A. Pre- Primary,LIBERTY PREPARATORY SCHOOL AKA KABIA INTERNATIONAL  
WESTERN,WESTERN AREA RURAL,YORK RURAL,YORK RURAL,C. Junior Secondary,ALL AS ONE ACADEMY PRIMARY SCHOOL  
WESTERN,WESTERN AREA RURAL,YORK RURAL,YORK RURAL,C. Junior Secondary,ABUNDANT GRACE INT. SCHOOL  
WESTERN,WESTERN AREA RURAL,YORK RURAL,YORK RURAL,A. Pre- Primary,ABUNDANT GRACE INTERNATIONAL SCH. PRE-SCH.  
WESTERN,WESTERN AREA RURAL,YORK RURAL,YORK RURAL,A. Pre- Primary,RURAL EDUCATION COMMITTEE PRE- PRIMARY SCHOOL  
WESTERN,WESTERN AREA RURAL,YORK RURAL,YORK RURAL,D. Senior Secondary,SENGBE PIEH MEMORIAL  SECADARY  SCHOOL  
WESTERN,WESTERN AREA RURAL,YORK RURAL,YORK RURAL,C. Junior Secondary,SENGBE PIEH MEMORIAL SECADARY SCHOOL  
WESTERN,WESTERN AREA RURAL,YORK RURAL,YORK RURAL,C. Junior Secondary,SUSSEX JUNION SEC. SCH.  
WESTERN,WESTERN AREA RURAL,YORK RURAL,YORK RURAL,B. Primary,RURAL EDUCATION COMMITTEE PRIMARY SCHOOL
WESTERN,WESTERN AREA RURAL,YORK RURAL,YORK RURAL,B. Primary,ABUNDANT GRACE INTERNATIONAL SCH.  
WESTERN,WESTERN AREA RURAL,YORK RURAL,YORK RURAL,A. Pre- Primary,FRIENDS OF EDUCATION BAPTIST PRE- SCHOOL  
WESTERN,WESTERN AREA RURAL,YORK RURAL,YORK RURAL,C. Junior Secondary,KHULAFAI RASHIDEEN ISLAMIC JUNIOR SECONDARY SCHOOL  
WESTERN,WESTERN AREA RURAL,YORK RURAL,YORK RURAL,A. Pre- Primary,KULAFAI RASHIDEEN ISLAMIC PRE-PRIMARY  
WESTERN,WESTERN AREA RURAL,YORK RURAL,YORK RURAL,B. Primary,KULAFAI RASHIDEEN ISLAMIC PRIMARY  
WESTERN,WESTERN AREA RURAL,YORK RURAL,YORK RURAL,B. Primary,FRIENDS OF EDUCATION BAPTIST PRIMARY SCHOOL  
WESTERN,WESTERN AREA RURAL,YORK RURAL,YORK RURAL,C. Junior Secondary,TOMBO SECONDARY JUNIOR SECONDARY  
WESTERN,WESTERN AREA RURAL,YORK RURAL,YORK RURAL,D. Senior Secondary,TOMBO SECONDARY SCHOOL  
WESTERN,WESTERN AREA RURAL,YORK RURAL,YORK RURAL,A. Pre- Primary,HONOUR SERVICE COMMUNITY PRE-SCHOOL  
WESTERN,WESTERN AREA RURAL,YORK RURAL,YORK RURAL,B. Primary,HONOUR SERVICE COMMUNITY PRIMARY SCHOOL  
WESTERN,WESTERN AREA RURAL,YORK RURAL,YORK RURAL,A. Pre- Primary,RURAL EDUCATION COMMITTEE PREPRIMARY SCHOOL  
WESTERN,WESTERN AREA RURAL,YORK RURAL,YORK RURAL,C. Junior Secondary,YORK WAM JUNIOR SECONDARY SCHOOL  
WESTERN,WESTERN AREA RURAL,YORK RURAL,YORK RURAL,D. Senior Secondary,YORK WAM SENIOR SECONDARY SCHOOL  
WESTERN,WESTERN AREA RURAL,YORK RURAL,YORK RURAL,B. Primary,RURAL EDUCATION COMMITTEE PRIMARY SCHOOL
WESTERN,WESTERN AREA URBAN,CENTRAL I,AKAY MORI,C. Junior Secondary,ALBERT ACADEMY JUNIOR SECONDARY SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,AKAY MORI,D. Senior Secondary,ALBERT ACADEMY SENIOR SECONDARY SCHOOL.  
WESTERN,WESTERN AREA URBAN,CENTRAL I,AKAY MORI,D. Senior Secondary,GOVERNMENT MODEL SENIOR SECONDARY SCHOOL
WESTERN,WESTERN AREA URBAN,CENTRAL I,AKAY MORI,C. Junior Secondary,GOVERNMENT MODEL JUNIOR SECONDARY SCHOOL
WESTERN,WESTERN AREA URBAN,CENTRAL I,AKAY MORI,C. Junior Secondary,GOVERNMENT ROKEL JUNIOR SECONDARY SCHOOL
WESTERN,WESTERN AREA URBAN,CENTRAL I,AKAY MORI,D. Senior Secondary,SIERRA LEONE MUSLIM BROTHERHOOD  SENIOR SECONDARY SCHOOL.  
WESTERN,WESTERN AREA URBAN,CENTRAL I,AKAY MORI,C. Junior Secondary,SIERRA LEONE MUSLIM BROTHERHOOD JUNIOR SECONDARY SCHOOL
WESTERN,WESTERN AREA URBAN,CENTRAL I,AKAY MORI,A. Pre- Primary,STANDARD NURSERY AND PREPARATORY SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,AKAY MORI,A. Pre- Primary,THREE ANGELS MESSAGES DAYCARE AND NURSERY SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,AKAY MORI,B. Primary,WALLACE JOHNSON INFANT PRIMARY SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,AKAY MORI,C. Junior Secondary,WALLACE JOHNSON JUNIOR SECONDARY SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,AKAY MORI,B. Primary,THREE ANGELS MESSAGES DAY CARE AND NURSERY SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,AKAY MORI,B. Primary,STANDARD NURSERY AND PREPARATORY SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,AKAY MORI,B. Primary,WALLACE JOHNSON INFANTS PRIMARY SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,AKAY MORI,C. Junior Secondary,INTERNATIONAL ISLAMIC JUNIOR  SECONDARY SCHOOL  84 CIRCULAR ROAD
WESTERN,WESTERN AREA URBAN,CENTRAL I,AKAY MORI,A. Pre- Primary,INTERNATIONAL ISLAMIC PRE SCHOOL
WESTERN,WESTERN AREA URBAN,CENTRAL I,AKAY MORI,D. Senior Secondary,INTERNATIONAL ISLAMIC SENIOR SECONDARY SCHOOL 84 CIRCULAR ROAD
WESTERN,WESTERN AREA URBAN,CENTRAL I,AKAY MORI,B. Primary,INTERNATIONAL ISLAMIC PRIMARY SCHOOL 84 CIRCULAR ROAD
WESTERN,WESTERN AREA URBAN,CENTRAL I,AMBROSE STREET,C. Junior Secondary,KINDO INTERNATIONAL ACADEMY  
WESTERN,WESTERN AREA URBAN,CENTRAL I,AMBROSE STREET,B. Primary,KINDO INTERNATIONAL PREPARATORY SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,AMBROSE STREET,A. Pre- Primary,KINDO INTERNATIONAL PREPARATORY SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,BAMBARA TOWN,C. Junior Secondary,BAPTIST JUNIOR SECONDARY SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,BAMBARA TOWN,A. Pre- Primary,CRISANNIS PREPARATORY SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,BAMBARA TOWN,A. Pre- Primary,EDNA DAYCARE AND PRE SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,BAMBARA TOWN,B. Primary,EDNA PRIMARY SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,BAMBARA TOWN,A. Pre- Primary,KIDS CARE PRE SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,BAMBARA TOWN,A. Pre- Primary,PLANTING PROMIS INTERNATIONAL PRE-SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,BAMBARA TOWN,B. Primary,KIDS CARE PRIMARY SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,BAMBARA TOWN,B. Primary,CRISANNIS PREPARATORY SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,BAMBARA TOWN,B. Primary,BAPTIST PRIMARY SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,BAMBARA TOWN,B. Primary,PLANTING PROMISE INT. PRIMARY SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,BAMBARA TOWN,A. Pre- Primary,ANSARUL ISLAMIC PRE-PRIMARY SCHOOL
WESTERN,WESTERN AREA URBAN,CENTRAL I,BAMBARA TOWN,B. Primary,ANSARUL ISLAMIC PRIMARY SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,CENTRAL I,B. Primary,BAPTIST PRIMARY SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,CENTRAL I,B. Primary,BENIBANGS PREPARATORY SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,CENTRAL I,B. Primary,PROVIDENCE INT ELEMENTARY PRIMARY SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,CENTRAL I,B. Primary,LESESTHER STANDARD NURSING AND PREPARATORY SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,CENTRAL I,B. Primary,KINGDOM HERITAGE MODEL SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,CENTRAL I,A. Pre- Primary,BIG WHARF WOMEN NURSERY SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,CENTRAL I,B. Primary,BIGWHARF WOMEN'S NURSEY PRIMARY SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,CENTRAL I,B. Primary,KHULAFAI RASHIDEEN PRIMARY SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,CENTRAL I,B. Primary,KHULAFAI RASHIDEEN PRIMARY SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,CENTRAL I,A. Pre- Primary,EL-SHADDAI CHARISMATIC PER-PRIMARY SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,CENTRAL I,B. Primary,EL-SHADDAI CHARISMATIC PRIMARY SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,CENTRAL I,B. Primary,SAINT JOSEPH'S INFANTS PRIMARY SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,CENTRAL I,A. Pre- Primary,SAINT JOSEPH'S PRE - SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,CENTRAL I,B. Primary,SAINT JOSEPH'S PRIMARY SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,CENTRAL II,B. Primary,NEW CREATION COMMUNITY PRIMARY SCHOOL.  
WESTERN,WESTERN AREA URBAN,CENTRAL I,LEICESTER ROAD,A. Pre- Primary,GALAXY ACADEMY  
WESTERN,WESTERN AREA URBAN,CENTRAL I,LEICESTER ROAD,A. Pre- Primary,LEICESTER ROAD COMMUNITY PRE-SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,LEICESTER ROAD,A. Pre- Primary,QUINNDEL NURSERY SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,LEICESTER ROAD,B. Primary,GALAXY ACADEMY  
WESTERN,WESTERN AREA URBAN,CENTRAL I,LEICESTER ROAD,B. Primary,QUINNDEL PREPARATORY SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,LEICESTER ROAD,B. Primary,LEICESTER ROAD COMMUNITY PRIMARY SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,LEICESTER ROAD,B. Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL
WESTERN,WESTERN AREA URBAN,CENTRAL I,LEICESTER ROAD,A. Pre- Primary,IMPART PREPARATORY SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,LEICESTER ROAD,B. Primary,IMPART PRIMARY  
WESTERN,WESTERN AREA URBAN,CENTRAL I,LEICESTER ROAD TREE PLANTING,C. Junior Secondary,FUTURE LEADERS JUNIOR SECONDARY SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,LEICESTER ROAD TREE PLANTING,C. Junior Secondary,IMMACULATE ACADEMY JUNIOR SECONDARY SCHOOL KARGBO DRIVE TREE PLANTING
WESTERN,WESTERN AREA URBAN,CENTRAL I,LEICESTER ROAD TREE PLANTING,D. Senior Secondary,IMMACULATE ACADEMY SENIOR SECONDARY SCHOOL KARGBO DRIVE TREE PLANTING
WESTERN,WESTERN AREA URBAN,CENTRAL I,LEICESTER ROAD TREE PLANTING,B. Primary,FUTURE LEADERS PRIMARY SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,LEICESTER ROAD TREE PLANTING,A. Pre- Primary,FUTURE PRESCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,POLE,A. Pre- Primary,NEW PILGRIMS NURSERY AND PREPARATORY SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,POLE,B. Primary,NEW PILGRIMS NURSERY AND PREPARATORY SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,SAMMIE TOWN OFF SUMAILA TOWN,A. Pre- Primary,MARANATHA PENTECOSTAL PRE SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,SAMMIE TOWN OFF SUMAILA TOWN,A. Pre- Primary,MODERN  
WESTERN,WESTERN AREA URBAN,CENTRAL I,SAMMIE TOWN OFF SUMAILA TOWN,B. Primary,MODERN WAY PREPARATORY PRIMARY SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,SOJA TOWN,A. Pre- Primary,ALMAIS NURSERY AND PREPARATORY SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,SOJA TOWN,A. Pre- Primary,BONTHCELIA NURSERY AND PREPARATORY SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,SOJA TOWN,B. Primary,CHRIST CHURCH PRIMARY SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,SOJA TOWN,A. Pre- Primary,FORUM FOR AFRICAN WOMEN EDUCATIONALIST PRE-PRIMARY SCHOOL
WESTERN,WESTERN AREA URBAN,CENTRAL I,SOJA TOWN,A. Pre- Primary,GATEWAY NURSERY PREPARATORY SCHOLL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,SOJA TOWN,C. Junior Secondary,NATIONAL PENTECOSTAL JUNIOR SECONDARY SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,SOJA TOWN,D. Senior Secondary,NATIONAL PENTECOSTAL SENIOR SECONDARY SCHOOL.  
WESTERN,WESTERN AREA URBAN,CENTRAL I,SOJA TOWN,A. Pre- Primary,REHOBOTH INTERNATIONAL PRE-SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,SOJA TOWN,B. Primary,SAINT  EDWARD'S PRIMARY SCHOOL
WESTERN,WESTERN AREA URBAN,CENTRAL I,SOJA TOWN,C. Junior Secondary,UNITED METHODIST CHURCH JUNIOR SECONDARY SCHOOL FOR GIRLS
WESTERN,WESTERN AREA URBAN,CENTRAL I,SOJA TOWN,B. Primary,SAINT EDWARD'S BOYS PRIMARY SCHOOL A.M. 
WESTERN,WESTERN AREA URBAN,CENTRAL I,SOJA TOWN,B. Primary,ALMAIS NURSERY AND PREPARATORY SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,SOJA TOWN,B. Primary,GATE WAY NURSERY AND PREPARATORY SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,SOJA TOWN,B. Primary,BONTHCELIA NURSERY AND PREPARATORY SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,SOJA TOWN,B. Primary,REHOBOTH INTERNATIONAL SCH.  
WESTERN,WESTERN AREA URBAN,CENTRAL I,SOJA TOWN,B. Primary,FORUM FOR AFRICAN WOMEN EDUCATIONIST PRIMARY SCHOOL
WESTERN,WESTERN AREA URBAN,CENTRAL I,SOJA TOWN,B. Primary,NATIONAL PENTECOSTAL PRIMARY SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,SOJA TOWN,B. Primary,CHRIST CHURCH PRIMARY SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,SORIE TOWN,C. Junior Secondary,UNITED MUSLIM ASSOCIATION JUNIOR  
WESTERN,WESTERN AREA URBAN,CENTRAL I,SORIE TOWN,D. Senior Secondary,UNITED MUSLIM ASSOCIATION SENIOR SECONDARY SCHOOL SENIOR SECONDARY SCHOOL.  
WESTERN,WESTERN AREA URBAN,CENTRAL I,SUMAILA TOWN,A. Pre- Primary,BENIBANGS PRE PRIMARY SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,SUMAILA TOWN,A. Pre- Primary,GATE WAY TO SUCCESS PRE PRIMARY SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,SUMAILA TOWN,A. Pre- Primary,GENIUS SOLUTION PRE-PRIMARY SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,SUMAILA TOWN,A. Pre- Primary,KINGDOM HERITAGE MODEL PRE- SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,SUMAILA TOWN,C. Junior Secondary,KINGS WAY INTERNATIONAL HIGH SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,SUMAILA TOWN,A. Pre- Primary,LESETER PREPARATORY SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,SUMAILA TOWN,A. Pre- Primary,NEW CREATION COMMUNITY PRE PRIMARY SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,SUMAILA TOWN,B. Primary,GENIUS SOLUTION PRIMARY  
WESTERN,WESTERN AREA URBAN,CENTRAL I,SUMAILA TOWN,B. Primary,GATEWAY TO SUCCESS PRIMARY SCHOOL.  
WESTERN,WESTERN AREA URBAN,CENTRAL I,SUMAILA TOWN,B. Primary,ANSARUL ISLAMIC PRIMARY SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,SUSAN BAY,A. Pre- Primary,KHULAFA RASHIDEEN ISLAMIC PRE-SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,TOWER HILL,B. Primary,BERLYN NURSERY AND PREPARATORY SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,TOWER HILL,A. Pre- Primary,BERN-LYN NURSERY PREPARATORY SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,TOWER HILL,A. Pre- Primary,BETHEL TEMPLE NURSERY PRE PRIMARY SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,TOWER HILL,A. Pre- Primary,D. T. AKIBO BETTS MUNICIPAL PRE-SCHOOLS  
WESTERN,WESTERN AREA URBAN,CENTRAL I,TOWER HILL,B. Primary,D.T AKIBO-BETTS MUNICIPAL INFANTS PRIMARY SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,TOWER HILL,C. Junior Secondary,D.T. AKIBO BETTS JUNIOR SECONDARY SCHOOL  
WESTERN,WESTERN AREA URBAN,CENTRAL I,TOWER HILL,D. Senior Secondary,GOVERNMENT ROKEL SENIOR SECONDARY SCHOOL
WESTERN,WESTERN AREA URBAN,CENTRAL I,TOWER HILL,D. Senior Secondary,GOVERNMENT ROKEL  SENIOR SECONDARY SCHOOL.  
